Team ID IFES,Team ID D3,Teamname,Spieler ID IFES,Spieler ID D3,Vorname,Nachname,Künstlername,Anzeigename,Geburtstag,Rolle,Rolle,Rückennummer,Shirtname,Position,Position,Gelöscht von finaler Liste
1883718,5423,Canada (women),357771,53726,Adriana Kristina,LEON,LEON Adriana,Adriana LEON,1992-10-02,PLA,Player,19,LEON,FW,Forward,FALSE
1883718,5423,Canada (women),357781,70020,Cloe,LACASSE,LACASSE Cloe,Cloe LACASSE,1993-07-07,PLA,Player,20,LACASSE,FW,Forward,FALSE
1883718,5423,Canada (women),443223,79061,Simisola Feyishayo,AWUJO,AWUJO Simi,Simi AWUJO,2003-09-23,PLA,Player,21,AWUJO,MF,Midfielder,FALSE
1883718,5423,Canada (women),378052,87703,Lysianne,PROULX,PROULX Lysianne,Lysianne PROULX,1999-04-17,PLA,Player,22,PROULX,GK,Goalkeeper,FALSE
1883718,5423,Canada (women),420159,70030,Olivia,SMITH,SMITH Olivia,Olivia SMITH,2004-08-05,PLA,Player,23,SMITH,FW,Forward,FALSE
1883718,5423,Canada (women),232135,44565,Desiree Rose Marie,SCOTT,SCOTT Desiree,Desiree SCOTT,1987-07-31,PLA,Player,,SCOTT,MF,Midfielder,TRUE
1883718,5423,Canada (women),359188,70022,Victoria Serena,PICKETT,PICKETT Victoria,Victoria PICKETT,1996-08-12,PLA,Player,,PICKETT,MF,Midfielder,TRUE
1883718,5423,Canada (women),378055,70031,Bianca Rose,ST GEORGES,ST GEORGES Bianca,Bianca ST GEORGES,1997-07-28,PLA,Player,,ST GEORGES,DF,Defense,TRUE
1883718,5423,Canada (women),378058,76426,Sura Bayoru,YEKKA,YEKKA Sura,Sura YEKKA,1997-01-04,PLA,Player,,YEKKA,DF,Defense,TRUE
1883718,5423,Canada (women),397491,88400,Kayza Ayine Ka-A,MASSEY,MASSEY Kayza,Kayza MASSEY,2001-02-02,PLA,Player,,MASSEY,GK,Goalkeeper,TRUE
1883718,5423,Canada (women),415546,79069,Anna,KARPENKO,KARPENKO Anna,Anna KARPENKO,2002-04-10,PLA,Player,,KARPENKO,GK,Goalkeeper,TRUE
1883718,5423,Canada (women),415553,70028,Jade Elizabeth,ROSE,ROSE Jade,Jade ROSE,2003-02-12,PLA,Player,,ROSE,DF,Defense,TRUE
1883718,5423,Canada (women),443211,79820,Ella Grace,OTTEY,OTTEY Ella,Ella OTTEY,2005-08-12,PLA,Player,,OTTEY,DF,Defense,TRUE
